63
# x y z 
0.0	0.0	70.2083781
30	57	39	48	0.03	1247.066
31	58	40	49	0.03	1184.722
32	59	41	50	0.03	1256.754
33	60	42	51	0.03	1227.801
34	61	43	52	0.03	1198.942
35	62	44	53	0.03	1209.126
36	63	45	54	0.03	1182.152
37	64	46	55	0.03	1148.8
1	31	11	21	0.03	1009.677
2	32	12	22	0.03	1053.339
3	33	13	23	0.03	1073.096
4	34	14	24	0.03	1059.173
5	35	15	25	0.03	0.0
6	36	16	26	0.03	1034.746
7	37	17	27	0.03	1025.421
8	38	18	28	0.03	975.6584
9	39	19	29	0.03	900.0898
10	40	20	30	0.03	813.51
11	41	21	31	0.03	732.5571
12	42	22	32	0.03	656.0176
13	43	23	33	0.03	614.8804
14	44	24	34	0.03	602.0886
15	45	25	35	0.03	620.3875
16	46	26	36	0.03	624.9881
17	47	27	37	0.03	659.3505
18	48	28	38	0.03	724.0189
19	49	29	39	0.03	787.1688
20	50	30	40	0.03	826.095
21	51	31	41	0.03	844.237
22	52	32	42	0.03	916.325
23	53	33	43	0.03	948.5662
24	54	34	44	0.03	1018.771
25	55	35	45	0.03	1105.996
26	56	36	46	0.03	1194.836
27	57	37	47	0.03	1221.393
28	58	38	48	0.03	1162.716
29	59	39	49	0.03	1210.515
30	60	40	50	0.03	1195.858
31	61	41	51	0.03	1203.582
32	62	42	52	0.03	1180.3
33	63	43	53	0.03	1188.471
34	64	44	54	0.03	1164.244
1	34	12	23	0.03	1056.674
2	35	13	24	0.03	1068.914
3	36	14	25	0.03	1055.91
4	37	15	26	0.03	1040.0
5	38	16	27	0.03	1027.954
6	39	17	28	0.03	983.1349
7	40	18	29	0.03	952.9025
8	41	19	30	0.03	909.6174
9	42	20	31	0.03	827.3532
10	43	21	32	0.03	763.7603
11	44	22	33	0.03	705.5712
12	45	23	34	0.03	637.8749
13	46	24	35	0.03	624.5203
14	47	25	36	0.03	626.5323
15	48	26	37	0.03	662.1232
16	49	27	38	0.03	714.4224
17	50	28	39	0.03	769.2282
18	51	29	40	0.03	803.8895
19	52	30	41	0.03	841.4734
20	53	31	42	0.03	892.2455
21	54	32	43	0.03	948.2619
22	55	33	44	0.03	1010.808
23	56	34	45	0.03	1087.846
24	57	35	46	0.03	1136.468
25	58	36	47	0.03	1131.458
26	59	37	48	0.03	1187.758
27	60	38	49	0.03	1153.935
28	61	39	50	0.03	1151.616
29	62	40	51	0.03	1165.255
30	63	41	52	0.03	1153.974
31	64	42	53	0.03	1156.051
1	37	13	25	0.03	1100.0
2	38	14	26	0.03	1050.0
3	39	15	27	0.03	1000.0
4	40	16	28	0.03	966.8808
5	41	17	29	0.03	984.1466
6	42	18	30	0.03	929.4731
7	43	19	31	0.03	887.7675
8	44	20	32	0.03	832.7515
9	45	21	33	0.03	782.1545
10	46	22	34	0.03	719.4185
11	47	23	35	0.03	670.8905
12	48	24	36	0.03	659.1546
13	49	25	37	0.03	687.7703
14	50	26	38	0.03	711.9024
15	51	27	39	0.03	748.8596
16	52	28	40	0.03	795.5931
17	53	29	41	0.03	814.8078
18	54	30	42	0.03	870.1938
19	55	31	43	0.03	929.9943
20	56	32	44	0.03	994.9086
21	57	33	45	0.03	1035.435
22	58	34	46	0.03	1063.552
23	59	35	47	0.03	1153.343
24	60	36	48	0.03	1126.399
25	61	37	49	0.03	1107.369
26	62	38	50	0.03	1119.334
27	63	39	51	0.03	1123.392
28	64	40	52	0.03	1110.759
1	40	14	27	0.03	1060.0
2	41	15	28	0.03	1037.859
3	42	16	29	0.03	977.8596
4	43	17	30	0.03	937.5403
5	44	18	31	0.03	927.3848
6	45	19	32	0.03	863.3495
7	46	20	33	0.03	815.1097
8	47	21	34	0.03	769.2769
9	48	22	35	0.03	735.8867
10	49	23	36	0.03	708.3723
11	50	24	37	0.03	723.1329
12	51	25	38	0.03	739.8012
13	52	26	39	0.03	759.09
14	53	27	40	0.03	767.3918
15	54	28	41	0.03	796.5484
16	55	29	42	0.03	860.716
17	56	30	43	0.03	900.5092
18	57	31	44	0.03	939.0952
19	58	32	45	0.03	968.0002
20	59	33	46	0.03	1068.689
21	60	34	47	0.03	1091.354
22	61	35	48	0.03	1087.849
23	62	36	49	0.03	1084.07
24	63	37	50	0.03	1078.38
25	64	38	51	0.03	1081.901
1	43	15	29	0.03	1040.19
2	44	16	30	0.03	986.8807
3	45	17	31	0.03	939.9558
4	46	18	32	0.03	873.7071
5	47	19	33	0.03	853.9756
6	48	20	34	0.03	785.3188
7	49	21	35	0.03	764.9841
8	50	22	36	0.03	745.3257
9	51	23	37	0.03	740.2314
10	52	24	38	0.03	768.7748
11	53	25	39	0.03	783.7308
12	54	26	40	0.03	779.1003
13	55	27	41	0.03	790.2412
14	56	28	42	0.03	831.7209
15	57	29	43	0.03	860.0452
16	58	30	44	0.03	875.5234
17	59	31	45	0.03	962.411
18	60	32	46	0.03	1003.333
19	61	33	47	0.03	1034.759
20	62	34	48	0.03	1046.25
21	63	35	49	0.03	1038.426
22	64	36	50	0.03	1047.652
1	46	16	31	0.03	982.1675
2	47	17	32	0.03	935.2683
3	48	18	33	0.03	881.0366
4	49	19	34	0.03	814.7999
5	50	20	35	0.03	790.9899
6	51	21	36	0.03	749.9241
7	52	22	37	0.03	757.4463
8	53	23	38	0.03	761.3889
9	54	24	39	0.03	788.6354
10	55	25	40	0.03	811.2456
11	56	26	41	0.03	804.469
12	57	27	42	0.03	813.6102
13	58	28	43	0.03	814.2493
14	59	29	44	0.03	881.2991
15	60	30	45	0.03	910.0917
16	61	31	46	0.03	956.8369
17	62	32	47	0.03	993.6225
18	63	33	48	0.03	990.4626
