0.0  = shot_pos. Moved_geo: 1 to new position: 3 
3.0,0.028344947781913737
6.0,0.04434278327974925
12.0,0.05107871401567998
18.0,0.054446679383645336
24.0,0.057814644751610716
30.0,0.059919623106589076
36.0,0.06286659280355877
42.0,0.06455057548754145
48.0,0.06876053219749817
54.0,0.07381248024944623
60.0,0.07633845427542024
66.0,0.07928542397238994
72.0,0.08307438501135098
78.0,0.08349538068234666
84.0,0.08560035903732499
90.0,0.08770533739230335
96.0,0.08938932007628603
102.0,0.09107330276026873
108.0,0.09444126812823408
114.0,0.09696724215420811
120.0,0.09991421185117781
126.0,0.10244018587715184
132.0,0.10496615990312587
